table,measure,event_date_definition,geography,population_universe,unit,denominator,suppression_semantics,reporting_regime,known_exclusions,source_locator,reference_period,source_id
covid_weekly_eligible_population,eligible_population,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,persons,"107,800 constant",blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;EligiblePopulation; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
population_estimates_annual,count,unknown (the frozen CSV gives Year only),"Jersey (registry title: ""Annual population estimates by age and sex"")","unknown (registry title ""Annual population estimates by age and sex"" does not state the universe)",persons,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,annual_population_estimates_by_age_sex_csv:Year;Age;Male;Female; data/sources.yaml:annual_population_estimates_by_age_sex_csv.title,2011/2024,annual_population_estimates_by_age_sex_csv
population_denominators_by_age_band,count,unknown (the frozen CSV gives Year only),"Jersey (registry title: ""Annual population estimates by age and sex"")","unknown (registry title ""Annual population estimates by age and sex"" does not state the universe)",persons,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,annual_population_estimates_by_age_sex_csv:Year;Age;Male;Female; derived transformation annual_estimates_age_band_sum_v1; data/sources.yaml:annual_population_estimates_by_age_sex_csv.title,2011/2024,annual_population_estimates_by_age_sex_csv
population_totals,age_16_to_64,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 8; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,age_65_plus,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 8; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,age_under_16,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 8; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,natural_change,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 18; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,net_migration,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 18; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,population_total,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,also sourced from: census_2021_parish_population_density_csv,jersey_population_2024_manual_fixture:PDF page 3; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,sex_female,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 19; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
population_totals,sex_male,year-end 2024 population estimate (data/sources.yaml:jersey_population_2024_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,jersey_population_2024_manual_fixture:PDF page 19; data/sources.yaml:jersey_population_2024_manual_fixture.reference_period,2024-12-31,jersey_population_2024_manual_fixture
age_sex,count,census day 2021-03-21 (data/sources.yaml:census_2021_age_gender_csv.reference_period),unknown,"unknown (the frozen CSV states counts by single year of age and sex; the census universe definition is in the report PDF, not tabulated here)",people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,also sourced from: jersey_population_2024_manual_fixture,census_2021_age_gender_csv:Age;Male;Female;All; data/sources.yaml:census_2021_age_gender_csv.reference_period,2021-03-21,census_2021_age_gender_csv
parish_population,population,census day 2021-03-21 (data/sources.yaml:census_2021_parish_population_density_csv.reference_period),unknown,"unknown (the frozen CSV states population and density by parish; the census universe definition is in the report PDF, not tabulated here)",people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_parish_population_density_csv:Parish;2021 population;2021 density (person/km2); data/sources.yaml:census_2021_parish_population_density_csv.reference_period,2021-03-21,census_2021_parish_population_density_csv
parish_population,density_person_km2,census day 2021-03-21 (data/sources.yaml:census_2021_parish_population_density_csv.reference_period),unknown,"unknown (the frozen CSV states population and density by parish; the census universe definition is in the report PDF, not tabulated here)",persons per km2,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_parish_population_density_csv:Parish;2021 population;2021 density (person/km2); data/sources.yaml:census_2021_parish_population_density_csv.reference_period,2021-03-21,census_2021_parish_population_density_csv
parish_age_sex,count,census day 2021-03-21 (data/sources.yaml:census_2021_parish_age_sex_csv.reference_period),unknown,"unknown (the frozen CSV states counts by parish/age/sex; the census universe definition is in the report PDF, not tabulated here)",people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_parish_age_sex_csv:Parish;Sex;< 5;5 - 9;10 - 14;15 - 19;20 - 24;25 - 29;30 - 34;35 - 39;40 - 44;45 - 49;50 - 54;55 - 59;60 - 64;65 - 69;70 - 74;75 - 79;80+;All; data/sources.yaml:census_2021_parish_age_sex_csv.reference_period,2021-03-21,census_2021_parish_age_sex_csv
household_types,households,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,households,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 44; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,households,census day 2021-03-21 (data/sources.yaml:census_2021_household_type_tenure_csv.reference_period),unknown,unknown,households,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,also sourced from: census_2021_household_property_type_csv; census_2021_housing_persons_bedrooms_csv,census_2021_household_type_tenure_csv:Household type;Owner Occupied;Social Rental;Qualified Rental;Staff or service accom.;Registered lodging house;Private lodging;Other non-qualified accom.;All; data/sources.yaml:census_2021_household_type_tenure_csv.reference_period,2021-03-21,census_2021_household_type_tenure_csv
housing_controls,households_without_car_or_van,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 78; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,mean_bedrooms_per_private_dwelling,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,bedrooms_per_dwelling,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 37; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,mean_persons_per_private_dwelling,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,persons_per_dwelling,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 37; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,occupied_dwellings_that_are_flats,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 9; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,occupied_dwellings_that_are_houses,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 9; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,occupied_private_dwellings,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,dwellings,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 37; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,persons_in_private_dwellings,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 37; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,st_helier_households_without_car_or_van,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 78; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,under_occupied_households,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 9; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
housing_controls,mean_bedrooms_per_household,census day 2021-03-21 (data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period),unknown,unknown,bedrooms_per_household,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_housing_persons_bedrooms_csv:Tenure;Households;Persons;Mean persons per household;Mean bedroooms per household;Mean persons per bedroom; data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period,2021-03-21,census_2021_housing_persons_bedrooms_csv
housing_controls,mean_persons_per_bedroom,census day 2021-03-21 (data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period),unknown,unknown,persons_per_bedroom,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_housing_persons_bedrooms_csv:Tenure;Households;Persons;Mean persons per household;Mean bedroooms per household;Mean persons per bedroom; data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period,2021-03-21,census_2021_housing_persons_bedrooms_csv
housing_controls,mean_persons_per_household,census day 2021-03-21 (data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period),unknown,unknown,persons_per_household,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_housing_persons_bedrooms_csv:Tenure;Households;Persons;Mean persons per household;Mean bedroooms per household;Mean persons per bedroom; data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period,2021-03-21,census_2021_housing_persons_bedrooms_csv
housing_controls,overcrowded_households,census day 2021-03-21 (data/sources.yaml:census_2021_overcrowding_csv.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,also sourced from: census_2021_report_manual_fixture,census_2021_overcrowding_csv:Tenure;2011;2021; data/sources.yaml:census_2021_overcrowding_csv.reference_period,2021-03-21,census_2021_overcrowding_csv
housing_controls,persons,census day 2021-03-21 (data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_housing_persons_bedrooms_csv:Tenure;Households;Persons;Mean persons per household;Mean bedroooms per household;Mean persons per bedroom; data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period,2021-03-21,census_2021_housing_persons_bedrooms_csv
employment_sectors,jobs,June 2025 (data/sources.yaml:labour_market_june_2025_manual_fixture.reference_period),unknown,unknown,jobs,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,labour_market_june_2025_manual_fixture:PDF page 13; data/sources.yaml:labour_market_june_2025_manual_fixture.reference_period,2025-06,labour_market_june_2025_manual_fixture
employment_sectors,resident_workers,census day 2021-03-21 (data/sources.yaml:census_2021_industry_sex_csv.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_industry_sex_csv:Sector;Males;Females;All; data/sources.yaml:census_2021_industry_sex_csv.reference_period,2021-03-21,census_2021_industry_sex_csv
workplace_sizes,count,June 2025 (data/sources.yaml:labour_market_june_2025_manual_fixture.reference_period),unknown,unknown,undertakings,not applicable,published '<5' cells carried as censoring=positive_less_than with upper_bound 5 (rows present: 1),unknown,unknown,labour_market_june_2025_manual_fixture:PDF page 11; data/sources.yaml:labour_market_june_2025_manual_fixture.reference_period,2025-06,labour_market_june_2025_manual_fixture
workplace_destination,workplace_destination,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,percent,unknown,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 81; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
commute_modes,workers,census day 2021-03-21 (data/sources.yaml:census_2021_commute_mode_csv.reference_period),unknown,unknown,people,not applicable,published '<10' cells carried as censoring=positive_less_than with upper_bound 10 (rows present: 1),unknown,unknown,census_2021_commute_mode_csv:Parish;Car;Motorbike;Walk;Bus;Cycle;Work from home;Other;All; data/sources.yaml:census_2021_commute_mode_csv.reference_period,2021-03-21,census_2021_commute_mode_csv
school_students,students,2024 spring term (data/sources.yaml:education_students_by_school_type_csv.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,education_students_by_school_type_csv:Year;Government primary;Non-provided primary;Government secondary;Non-provided secondary;Special school;Total; data/sources.yaml:education_students_by_school_type_csv.reference_period,2024 spring term,education_students_by_school_type_csv
communal_settings,establishments,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,establishments,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 46; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
communal_settings,residents,census day 2021-03-21 (data/sources.yaml:census_2021_report_manual_fixture.reference_period),unknown,unknown,residents,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:PDF page 46; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
passenger_arrivals,passengers,2025 (data/sources.yaml:passenger_arrivals_total_csv.reference_period),unknown,unknown,people,not applicable,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,passenger_arrivals_total_csv:Year;Sea arrivals;Air arrivals;Total arrivals; data/sources.yaml:passenger_arrivals_total_csv.reference_period,2025,passenger_arrivals_total_csv
derived_controls,average_daily_arrivals,derived; see source_table column of each row,unknown,unknown,passengers_per_day,see reference column (the denominator table) of each row,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,passenger_arrivals_total_csv:derived_from_canonical_tables; data/sources.yaml:passenger_arrivals_total_csv.reference_period,2025,passenger_arrivals_total_csv
derived_controls,commute_mode_share,derived; see source_table column of each row,unknown,unknown,proportion,see reference column (the denominator table) of each row,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_commute_mode_csv:derived_from_canonical_tables; data/sources.yaml:census_2021_commute_mode_csv.reference_period,2021-03-21,census_2021_commute_mode_csv
derived_controls,household_type_share,derived; see source_table column of each row,unknown,unknown,proportion,see reference column (the denominator table) of each row,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_report_manual_fixture:derived_from_canonical_tables; data/sources.yaml:census_2021_report_manual_fixture.reference_period,2021-03-21,census_2021_report_manual_fixture
derived_controls,mean_bedrooms_conflict,derived; see source_table column of each row,unknown,unknown,bedrooms_difference,see reference column (the denominator table) of each row,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_housing_persons_bedrooms_csv:derived_source_quality_conflict; data/sources.yaml:census_2021_housing_persons_bedrooms_csv.reference_period,2021-03-21,census_2021_housing_persons_bedrooms_csv
derived_controls,population_share,derived; see source_table column of each row,unknown,unknown,proportion,see reference column (the denominator table) of each row,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,census_2021_parish_population_density_csv:derived_from_canonical_tables; data/sources.yaml:census_2021_parish_population_density_csv.reference_period,2021-03-21,census_2021_parish_population_density_csv
derived_controls,student_type_share,derived; see source_table column of each row,unknown,unknown,proportion,see reference column (the denominator table) of each row,no suppression fields; blank cells not present in the frozen CSV,unknown,unknown,education_students_by_school_type_csv:derived_from_canonical_tables; data/sources.yaml:education_students_by_school_type_csv.reference_period,2024 spring term,education_students_by_school_type_csv
