schema_version,source_id,source_sha256,evidence_source_id,reference_period,observation_status,source_locator,transformation_id,table,measure,event_date_definition,geography,population_universe,unit,denominator,suppression_semantics,reporting_regime,known_exclusions,cited_source_id,cited_source_sha256,cited_source_retrieved_at,cited_source_version
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2020-04-29/2020-05-05,observed,sars_cov2_serosurvey_2020_pdf:PDF page 7; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,manual_dictionary_transcription_v1,covid_serosurvey_2020,assumed_test_specificity_percent,fieldwork 2020-04-29/2020-05-05 (registry reference_period of sars_cov2_serosurvey_2020_pdf),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","adults 16+ in private households, care homes excluded",percent,assay validation sample (WHO report cited on PDF page 7),blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),one-off,care homes excluded,sars_cov2_serosurvey_2020_pdf,a74e606e5ef16544a763146249b42fba8ae61fb00526982793c6f9fbc300dd0d,2026-09-03,2020-04-29/2020-05-05
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2020-04-29/2020-05-05,observed,sars_cov2_serosurvey_2020_pdf:PDF page 1; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,manual_dictionary_transcription_v1,covid_serosurvey_2020,minimum_age_years,fieldwork 2020-04-29/2020-05-05 (registry reference_period of sars_cov2_serosurvey_2020_pdf),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","adults 16+ in private households, care homes excluded",years,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),one-off,care homes excluded,sars_cov2_serosurvey_2020_pdf,a74e606e5ef16544a763146249b42fba8ae61fb00526982793c6f9fbc300dd0d,2026-09-03,2020-04-29/2020-05-05
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesFirstDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_1:cumulative_doses,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedFirstDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_1:percent_population,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesSecondDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_2:cumulative_doses,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedSecondDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_2:percent_population,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesThirdDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_3:cumulative_doses,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedThirdDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_3:percent_population,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesFourthDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_4:cumulative_doses,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedFourthDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,dose_4:percent_population,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesAutumnBooster2022[age bands];VaccinationsTotalNumberAutumnBooster2022;frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,autumn_2022_booster:cumulative_doses,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedAutumnBooster2022[age bands];VaccinationsTotalNumberAutumnBooster2022Percentage50plus;frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_vaccination,autumn_2022_booster:percent_population,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),dose-specific start weeks: dose 3 from 2021-09-26; dose 4 from 2022-03-20; autumn booster from 2022-08-21; as observed in frozen file,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2021-03-14/2023-01-29,observed,covid19_weekly_vaccination_csv:Date;EligiblePopulation; data/sources.yaml:covid19_weekly_vaccination_csv.title,manual_dictionary_transcription_v1,covid_weekly_eligible_population,eligible_population,Date = week ending,"Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,persons,"107,800 constant",blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),single EligiblePopulation series in the weekly vaccination list,unknown,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,2026-09-03,2021-03-14/2023-01-29
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2011/2024,observed,annual_population_estimates_by_age_sex_csv:Year;Age;Male;Female; data/sources.yaml:annual_population_estimates_by_age_sex_csv.title,manual_dictionary_transcription_v1,population_estimates_annual,count,mid-year / year-end reference of the annual estimate: unknown (not stated in the frozen CSV),"Jersey (registry title: ""Annual population estimates by age and sex"")",resident population of Jersey (Statistics Jersey annual estimates),persons,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),annual single-year estimates for 2011-2024,unknown,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,2026-09-04,2011/2024
1.0,epi_measure_dictionary_manual_fixture,d3a53340cd5ce1f66c5042837f212177bc4c3fd7af2952915ca59e8182547d38,,2011/2024,observed,annual_population_estimates_by_age_sex_csv:Year;Age;Male;Female; derived transformation annual_estimates_age_band_sum_v1; data/sources.yaml:annual_population_estimates_by_age_sex_csv.title,manual_dictionary_transcription_v1,population_denominators_by_age_band,count,mid-year / year-end reference of the annual estimate: unknown (not stated in the frozen CSV),"Jersey (registry title: ""Annual population estimates by age and sex"")",resident population of Jersey (Statistics Jersey annual estimates),persons,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),annual estimates 2011-2024 summed into the explicit canonical age-band mapping,unknown,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,2026-09-04,2011/2024
