lane,lane_rank,id,title,category,code_path,current_behavior,change,expected_gain,risk_scientific,risk_reproducibility,effort,confidence,confirm_or_kill,gates,novelty
PROV,12,PROV-12,"The M8 verifier omits the artifact_id-to-bundle-hash binding that every other verifier enforces, and the M7 manifest hardcodes diagnostics_status='passed'",correctness,"src/jersey_outbreak/scientific_verification.py:664-688 (verify_m8_artifact: no artifact_id check) versus :316 (M5), :419 (M6 ensemble), :531 (M6 comparison), :642 (M7), each asserting manifest.artifact_id.endswith(hash[:12]); src/jersey_outbreak/travel_artifacts.py:476-600 (verify_travel_artifact recomputes every component hash but never binds the id); src/jersey_outbreak/intervention_artifacts.py:281 (diagnostics_status='passed' literal) versus outbreak_artifacts.py:262, observation_artifacts.py:256, travel_artifacts.py:464 which all derive it; src/jersey_outbreak/verification_archive.py:165 (status='passed' literal on a Literal['passed','failed'] field)","verify_travel_artifact is otherwise the most thorough verifier in the codebase - it recomputes visitor, episode, network, seasonality, latent and bundle hashes from persisted content, cross-checks them against diagnostics.json and parent_reference.json, and the M8 tests include a tamper case that updates the stored raw checksum and still expects failure. But it never checks that the directory's artifact_id embeds its recomputed bundle hash, so an M8 artifact can advertise an id that does not correspond to its content and still verify; artifact_id is the key the API, the catalog and every cross-reference use. Separately, two manifest 'status' fields are literals: the M7 manifest always reports diagnostics_status='passed' regardless of the run's own diagnostics, and VerificationManifest.status is typed Literal['passed','failed'] but can only ever be written 'passed'. That is exactly the defect class the prior audit raised as M02 and as recommendation 8 (no unconditional 'passed' diagnostics) - closed for travel, still live in these two places.","Add `if not manifest.artifact_id.endswith(manifest.artifact_bundle_hash[:12]): raise ValueError('M8 artifact id does not bind its bundle hash')` to verify_travel_artifact, matching the four existing verifiers. Set the M7 manifest's diagnostics_status from the run result's diagnostics status like the other writers, and derive VerificationManifest.status from command_results/layer checks - or delete the field if it cannot fail, since a field that cannot express failure is worse than no field.",No runtime gain. Restores one identity gate at parity with the other four families and removes two unconditional success claims from manifests that release evidence quotes.,low,low,low,high,"Rename an M8 artifact directory's artifact_id field to a wrong 12-hex suffix and assert verification fails; that test does not exist today and fails to fail. For diagnostics_status, run an M7 scenario whose latent run reports a non-passed diagnostics status and assert the manifest reflects it.",randomness+identity: all M8 component and bundle hashes unchanged; only the id binding is added; disease+attribution: M8 latent and episode hash recomputation paths untouched,Partly extends M02 from the prior audit (which the team closed for travel diagnostics) by showing the same class persists in the M7 manifest and the verification archive; the missing M8 id binding is new.
PROV,13,PROV-13,"The bundle self-test's transcript logical_content_hash is volatile by construction, and its source/copy agreement check compares only two of the hashes it records",reproducibility,"src/jersey_outbreak/bundle_selftest.py:197-222 (_make_transcript payload includes 'copied_to': str(copied_to) at :216 and the per-step details, then logical_content_hash = sha256_bytes(canonical_json_bytes(payload)) at :221); :260 (copy_root = tempfile.mkdtemp(prefix=...) supplies a random path into that payload); :41 and :189 (wall_time_seconds carried in each IdentityRecord inside the same payload); :332-353 (bundle_hash_agrees compares artifact_id and artifact_bundle_hash only, while the full source and copy hash dictionaries are recorded but never compared)","Two separate problems in the module whose purpose is to prove relocatable evidence. First, the transcript's field named logical_content_hash is computed over a payload containing the randomly named mkdtemp directory and the measured wall times, so it changes on every invocation for byte-identical input - it cannot be used to compare two self-tests of the same bundle, which is the only thing a logical content hash is for. Second, the agreement gate compares the artifact_id and the artifact_bundle_hash between source and copy, but both IdentityRecords carry a full dictionary of every hash the manifest exposes (latent_outcome_hash, scenario_hash, component hashes); a divergence in any of those would be faithfully recorded in the transcript and the transcript would still say passed. Credit where due: the transcript status is derived from the step statuses rather than hardcoded, which is what the prior audit asked for.","Exclude volatile fields from the hashed payload: hash only the artifact identities, the hash dictionaries and the step statuses/step names, and keep copied_to and wall times as recorded-but-unhashed transcript fields (the same discipline m6_ensemble_logical_hash already applies to replicate runtime_seconds). Then strengthen agreement to require identical key sets and identical values across the whole source/copy hash dictionaries, failing the step on any mismatch. Add a self-test-of-the-self-test: run it twice on the same bundle and assert the transcript logical_content_hash is identical.","No runtime gain. Makes the release-evidence self-test transcript comparable across runs and machines, and closes a gate that currently passes on partial agreement. Both changes are small and local.",low,low,low,high,"Run the existing tests/test_v12_bundle_selftest.py fixture twice and diff the transcript logical_content_hash - it differs today, which confirms the volatility with no new code. For the agreement gate, hand-edit one non-bundle hash in the copied manifest and assert the transcript reports failed; today it reports passed.","reproducibility gate: transcript logical_content_hash identical across two runs on the same bundle; reproducibility gate: transcript still records copied_to and wall times, only unhashed; tamper gate: the existing tampered-copy test must still report failed",New. The self-test itself was the prior audit's recommendation 7; this audits the implementation of that recommendation.
DATA,1,DATA-1,M3 secondary-job loop: per-iteration 50k-element numpy string coercion plus full linear rescan of all job rows,performance,src/jersey_outbreak/population_structure_generator.py:1082-1106 (eligible build 1083-1091; rng.choice 1094; primary-job lookup 1104-1106),"The loop runs secondary_count times (round(target_workers*0.07); ~4,060 at mode=full with ~58,000 workers). Each iteration (a) rebuilds `eligible` by scanning every entry of `secondary_candidates` (~50,000 non-WFH worker ids) and evaluating an `any(...)` over `remaining_slots` per candidate; (b) calls `rng.choice(eligible)` on a Python list of ~50,000 strings, which numpy must coerce to a unicode array on every call; (c) resolves the agent's primary job with `next(job for job in jobs if job['agent_id']==agent_id and job['job_role']=='primary')`, a linear scan over all ~62,000 job dicts. Nothing is memoized between iterations.","Three independent exact transformations. (1) Replace the `next(...)` scan with a `primary_job_by_agent` dict populated as primary jobs are appended at line 1058; the match is unique per agent so the resolved object is identical. (2) Replace the inner `any(slot[0] != primary_workplace[agent_id][0] ...)` with a Counter of workplace_id -> count over `remaining_slots`; the predicate is exactly `counter[primary_wp] < len(remaining_slots)`, maintained on pop. (3) Replace `rng.choice(eligible)` with `eligible[int(rng.integers(0, len(eligible)))]`, and maintain `secondary_candidates` by removing assigned agents in place (this yields the identical `eligible` subsequence in the identical order). Keep the loop structure, the candidate ordering and the draw count unchanged.","Sandbox-measured on different hardware (darwin/arm64, numpy 2.4.6, NOT the Ryzen desktop): rng.choice on a 50,000-element string list costs 2.054 ms/call vs 0.70 us for the index form, a 2,934x difference, and the two forms produced identical values AND identical post-draw generator state for 200/200 seeds. Arithmetic at mode=full: 4,060 iterations x 2.054 ms = 8.3 s from the coercion alone; the primary-job scan is 4,060 x 62,000 = 2.5e8 dict lookups; the eligible rebuild is 4,060 x 50,000 = 2.0e8 iterations. Total removable work is order 5e8 Python-level operations plus 8 s of numpy coercion, against a measured M3 cost of 319 s. I did not run the real generator, so the share of 319 s this represents is a PROJECTION: I would expect tens of seconds, plausibly 20-40% of M3, and it could be less if secondary_count is smaller than my estimate. The three fixes are independent; (1) and (3) are one-liners.",low,medium,low,high,"Add a perf_counter around lines 1082-1123 and print secondary_count, len(secondary_candidates) and len(jobs) at mode=full. If that block is under ~15 s, kill fix (2) and keep only (1) and (3). Before shipping (3), re-run the choice/integers equivalence check under the EXACT numpy version in uv.lock (pyproject only pins numpy>=2,<3): assert value and subsequent-stream equality over >=200 seeds and over list lengths spanning the real range. If that assertion fails on the pinned version, drop (3) and keep rng.choice.","network gate: M3 logical_structure_hash byte-identical at mode=ci, mode=scaled and mode=full for seeds 101/123/124; network gate: full job_assignments, workplaces, workplace_teams and resident_structure tables byte-identical (parquet checksums); randomness+identity gate: identical count and order of RNG consumption - assert the post-generation Generator state matches the pre-change run; network gate: downstream M4 route artifact logical hash and complete ordered edge sequences unchanged (scripts/bench_dynamic_routes.py fingerprint vs benchmarks/2026-09-03-routes-baseline-full-seed101-30d.json); randomness+identity gate: cross-process repeat on a second invocation","New. The R7 consult scoped only the run loop (dynamic routes, attribution) and treated parent construction as amortized; it never entered the M3 generator. Does not overlap R6 or any R7 stage."
DATA,2,DATA-2,"M2 parish rebalancing recomputes a loop-invariant O(households) aggregate inside a 44,583-element comprehension",performance,src/jersey_outbreak/population_generator.py:301-307 (total() defined at 246-247; enclosing loop 288-316),"`total(parish)` at line 246-247 sums len(row['_roles']) over ALL households (44,583 at mode=full). In the pensioner and dependent-child parish balancing loop, line 307 evaluates `total(receiver) + len(row['_roles']) <= private_parishes[receiver]` INSIDE the candidate list comprehension over every household, so a 44,583-element scan runs once per household examined: 44,583^2 ~ 2.0e9 operations per transfer step. `receiver` and the household state are unchanged during the comprehension, so the call is strictly loop-invariant. The first loop (249-266) has the same shape more mildly: 26 full `total()` scans per iteration from the max/min key functions at 250-253.","Hoist `receiver_total = total(receiver)` above the comprehension and use it in the predicate; do the same for the max/min key functions in the first loop by maintaining a `parish -> member_count` dict updated on each reassignment at lines 264 and 314, and a `parish -> role_count` dict for the second loop's `counts` (289-296). Pure memoization of quantities that only change at the two assignment sites.","Sandbox-measured on different hardware (darwin/arm64, python 3.13, 44,583 synthetic households, NOT the Ryzen desktop): one execution of the comprehension as written = 1.971 s; with the call hoisted = 1.379 ms; 1,429x, with a byte-identical candidate list (3,716 rows). That is the cost of ONE transfer step. The loop bound is len(households)+1 = 44,584, so the number of steps actually taken at mode=full is UNMEASURED - I could not run the generator. Arithmetic: if the two balancing loops take K transfer steps in total, the removable cost is about K x 2 s, against a measured M2 cost of 239 s; K=10 gives 20 s, K=50 gives 100 s, K=120 would exceed the whole measured M2 time (which bounds K below ~110 and makes this loop the prime suspect for where M2's 239 s goes). Add the first loop's 26 scans/iteration on top. This is the highest-leverage single line in the M2 generator.",low,low,low,high,"Instrument `_rebalance_household_parishes` at mode=full: count iterations of each of the three loops and time the whole function. If the function is under ~10 s the finding is killed and M2's cost is elsewhere (next suspects: `_choose_adult_pair` at 445-464, which rescans the whole `remaining` pool per candidate, and `_allocate_extra_roles` at 158-183, which rebuilds a full-household candidate list per single allocation). The instrumentation run doubles as the pointer to the real hot spot.","network gate: M2 logical_content_hash byte-identical at mode=ci, mode=scaled and mode=full for seeds 123/124; network gate: residents, households and communal_settings parquet tables byte-identical, including household_id -> home_parish assignment; randomness+identity gate: no RNG draw is added or removed - this path consumes no randomness, so post-function Generator state must be bit-identical; network gate: downstream M3 and M4 logical hashes unchanged; memory gate: no growth in peak RSS from the memoized dicts (they are O(parishes))","New. Not in R6 (which profiled the run loop) and not in the R7 consult, which explicitly deferred parent construction."
DATA,3,DATA-3,"travel.py rebuilds the whole 104,540-entry person_metadata dict once per edge endpoint, and eagerly recomputes every route's edges as an unused default argument",performance,"src/jersey_outbreak/travel.py:2500 (property defined at 1013, already hoisted correctly at 2440); eager default at 2494-2496","`person_metadata` (1013) is a plain @property that constructs a fresh dict of every resident merged with its M3 row plus every visitor and every slot on each access. Line 2440 correctly hoists it into `metadata`, but 40 lines later the daily-route summary loop re-accesses `manager.person_metadata[endpoint]` inside a triple-nested comprehension over dates x TRAVEL_ROUTE_IDS x edges x 2 endpoints, so the entire dict is rebuilt per endpoint. Separately, line 2494-2496 writes `manager.route_edge_history.get((index, route_id), manager.route_edges(route_id, when))`: Python evaluates the default eagerly, so a full route rebuild runs for every (day, route) even though the history entry always exists.",Use the already-hoisted `metadata[endpoint]` at line 2500. Split the .get into a lookup plus an explicit None branch so `route_edges` is only called if the key is genuinely absent. Additionally make `person_metadata` a cached mapping built once in __init__ (it depends only on immutable base_generated/plan inputs) so no future caller can reintroduce the defect.,"Sandbox-measured on different hardware (darwin/arm64): one person_metadata-shaped rebuild for 104,540 residents = 31.8 ms. Arithmetic: 10,000 edge endpoints across a run = 318 s (5.3 min) of pure waste; 1,000,000 endpoints = 8.8 h. Every shipped travel config runs stream_scale: 0.001, so the current absolute cost is UNMEASURED and modest - but it is already minutes at demo scale and it is the single thing that makes a literal-scale (stream_scale=1) travel run impossible. The eager route_edges default adds duration_days x 7 full route rebuilds (1,260 at 180 days) of entirely discarded work. Both fixes are byte-identical by construction: the dict contents are deterministic and the discarded default value is never read.",low,low,low,high,"Time `run_travel_outbreak`'s post-run summary block (2492-2532) separately from the sim loop for a 30-day m8_explicit_travel run, then again with stream_scale raised to 0.05. If the summary block is a negligible fraction at 0.001 and the project never intends to run above 0.001, downgrade to the one-line hygiene fix only. Confirm equivalence by diffing daily_travel_route and the temporary_network_hash before/after.",observation gate: daily_travel_route rows byte-identical (resident_endpoints / visitor_endpoints columns in particular); network gate: temporary_network_hash and temporary_edges unchanged; disease+attribution gate: travel_transmission_events and latent_outcome_hash unchanged; randomness+identity gate: route_edges is side-effect free on RNG - assert no generator state change from removing the eager call; memory gate: peak RSS unchanged or lower,"New. Outside R6's profiled scope (R6 profiled the sim loop, not the M8 summary) and not raised in the R7 consult."
DATA,4,DATA-4,"TravelPlan.returning_resident_episodes and visitor_episodes are recomputed tuple-building properties used in per-resident, per-timestep and per-route hot paths",performance,"src/jersey_outbreak/travel.py:119-124 (properties); consumers at 996-999, 1126-1133, 1527, 1535, 1916, 2010","Both properties materialize a new filtered tuple over all episodes on every access. Consumers treat them as free. (a) TravelManager construction builds `initial_away` (996-999) by calling `_resident_present_on` (1126-1133) once per resident in base_generated.agent_ids - 104,540 at mode=full - and each call materializes the full returning-resident tuple and scans it: O(N_residents x N_episodes) with one tuple allocation per resident. (b) `apply()` accesses the property twice per timestep (1527, 1535); the second set, `travel_resident_ids`, has no date predicate at all and is time-invariant. (c) `filtered_base_edges` (1916) and `route_view` (2010) build the entire tuple only to test it for emptiness, once per route per day.","Precompute both partitions once - either as fields on the frozen TravelPlan dataclass or as private attributes on TravelManager.__init__ - and replace the `initial_away` construction with a single pass over returning-resident episodes that collects agent_ids whose absence window covers start_date (mathematically the same set, O(E) instead of O(N x E)). Hoist `travel_resident_ids` to construction. Replace the emptiness tests with a precomputed boolean.","Arithmetic at mode=full with the shipped stream_scale: 0.001 (about 918,000 x 0.001 / 365 ~ 2.5 movements/day, so E is small) the current absolute cost is small - this is a LATENT defect, and I state plainly that it is not what dominates today's 114 s 30-day run. At literal scale (stream_scale=1, ~2,513 movements/day, E ~ 75,000 for 30 days) the construction term alone is 104,540 x 75,000 = 7.8e9 pydantic attribute accesses plus 104,540 tuple allocations of 75,000 elements each, which is hours, not seconds: it is the hard blocker on ever reconciling the travel layer to its own source totals. The per-timestep and per-route terms add 2 x duration_days + 7 x duration_days full tuple materializations. Gain is UNMEASURED; the transformation is O(1) risk because the episode tuple is immutable on a frozen dataclass.",low,low,low,high,"Run the m8_explicit_travel scenario at stream_scale 0.001, 0.01 and 0.05 for 10 days and plot TravelManager.__init__ wall time against episode count; a superlinear curve confirms. If the project formally commits to never exceeding stream_scale 0.001, this drops to low priority - but then materialized_episode_limit (travel_schemas.py:254, default 200,000) is advertising a capability the code cannot deliver, which is finding 7's territory.","network gate: episode_hash, visitor_hash, temporary_network_hash and the complete ordered temporary edge sequence unchanged; intervention+lifecycle gate: away/present resident sets identical on every timestep (assert against the current implementation as an oracle); disease+attribution gate: latent_outcome_hash and travel_transmission_events unchanged; randomness+identity gate: no change in RNG consumption order; memory gate: peak RSS strictly lower","New. R7 stage-1b cached workday sets in the base route builders; this is the analogous defect in the M8 layer, which R7 never touched."
DATA,5,DATA-5,Three unbounded per-run evidence stores in TravelManager repeat the exact defect class R6 fixed for route snapshots,memory,"src/jersey_outbreak/travel.py:963 (route_edge_history), 964 (temporary_edge_history), 966 (_identity_by_uid_ti); writes at 1606, 1400, 1593; consumers at 1932, 2494, 2713","`route_edge_history[(ti, route_id)]` is written for all 7 travel routes on every timestep (1606-1608) and never evicted; it retains the complete edge list of every travel route for every simulated day. `_identity_by_uid_ti[(uid, ti)]` stores a fresh ~15-key identity dict for every active visitor on every timestep (1593-1595). `_episode_identity` is a pure function of (episode, uid, start_date), so the identity is CONSTANT across the episode's whole active window: the (uid, ti) map is redundant by a factor of the mean stay length in days. `temporary_edge_history` accumulates the same edges again as flat rows. None of the three is bounded, and travel.py:2713 exposes len(_identity_by_uid_ti) in diagnostics, so the growth is visible but not capped.","Replace `_identity_by_uid_ti` with a per-uid interval list of (ti_start, ti_end, episode) and resolve identity on lookup at 1077 - same value, O(E) memory instead of O(E x stay_days). For route_edge_history, either (a) stream the per-day edge rows straight into the temporary_edge_rows accumulator and drop the by-(ti,route) dict, since 1932 consumes it in sorted key order and 2494 wants exactly the same rows, or (b) if both consumers must stay, keep one representation and derive the other. Do NOT make this an LRU: unlike the R6 snapshot cache these are evidence, so the fix is de-duplication, not eviction.","Measured context: the R6 fix took snapshot-cache growth from 1.77 GB to 216 MB per 30 days, and the current budget is ~2 GB base plus ~200 MB per 30 days. The M8 stores are additive on top of that and grow with days x routes x edges and with active_visitors x stay_days. At the shipped stream_scale 0.001 they are small - honestly, not today's problem. The identity-map redundancy factor is exactly the mean stay in days (stay_duration_days default 3, so ~3x on that store); the route_edge_history duplication of temporary_edge_history is ~2x on the largest store. Absolute figures are UNMEASURED: the timer to add is a tracemalloc snapshot of these three attributes at day 30/60/120 of an m8 run. What makes this worth ranking despite the small current numbers is that it is the same mistake R6 already paid for, in a module that has failed an audit before.",low,medium,medium,medium,"Instrument sys.getsizeof-with-children (or tracemalloc domain snapshots) for the three attributes at days 10/20/30 of a 30-day m8_combined run at stream_scale 0.001 and 0.05, and report bytes/day for each. If all three are under ~20 MB at day 30 at the scale the project actually runs, defer - but record the numbers in the performance profile so the next horizon extension is not a surprise.","memory gate: bytes/day for each store measured before and after, with the same hashes; network gate: temporary_edges rows and temporary_network_hash byte-identical, in the same order; disease+attribution gate: every event's episode identity fields identical, including across slot reuse (tests/test_m8_1_travel_integrity.py:170 and test_m8_2_travel_closure.py:73 are the oracles); observation gate: observation deliveries and fingerprints unchanged; reproducibility gate: diagnostics field event_time_identity_rows (2713) must be recomputed to the same value or its definition explicitly versioned","Extends R6. R6 bounded the (route_id, date) snapshot cache in the base network layer; the same unbounded-per-day-evidence pattern survives untouched in three places in the M8 layer."
DATA,6,DATA-6,"No committed golden logical hash exists for M2, M3 or M8 - the equivalence gate every optimization in this lane needs is absent",reproducibility,"tests/test_population.py:57-75, tests/test_population_structure.py:74-122, tests/test_m8_travel.py; the only 64-hex constant in the whole suite is tests/test_outbreak.py:230","Determinism is tested by generating twice IN THE SAME PROCESS and comparing `first.logical_content_hash == second.logical_content_hash` (test_population.py:63, test_population_structure.py:81). That is a self-consistency check: it proves the generator is not reading uninitialized state, and it cannot detect a change in the generated population. I grepped the entire tests/ tree for 64-character hex literals: there is exactly one, at test_outbreak.py:230. So no M2, M3, M4 or M8 logical hash has a committed reference value, no test runs mode=full, and there is no cross-process or cross-machine hash assertion. pyproject.toml:15 pins only numpy>=2,<3 (uv.lock does pin exactly, so this bites pip installs rather than uv ones).","Commit a golden-hash fixture: M2 and M3 logical_content_hash for mode=ci and mode=scaled at seeds 123/124, the M4 route artifact hash, and the M8 episode_hash/visitor_hash/temporary_network_hash for the shipped travel configs; assert them in CI. Add the mode=full hashes from the frozen V1 pilot as a separate slow-marked test. Extend scripts/bench_dynamic_routes.py's fingerprint idea to the generators: emit a per-table checksum manifest so a diff points at the table that moved. Record the exact numpy/pydantic versions alongside each golden value.","No runtime gain; this is the precondition for findings 1, 2, 3 and 4. The R7 chain was gated on byte-identical full-scale output (docs/runs/2026-09-03-r7-chain-hash-gate.json) - that discipline exists as run evidence but not as an automated gate, and it was never extended to the generators. Without it, the M2/M3 work in this lane is unshippable under the exact-semantics constraint: there is nothing to compare against. Cost is one CI run per mode plus the fixture file.",low,low,low,high,"Not applicable - this is a gate, not an optimization. The one measurement worth taking first: generate mode=ci twice in two SEPARATE processes and on two different machines/numpy patch versions and confirm the hashes match today. If they do not, this finding is upgraded to a live reproducibility defect rather than a missing test.",randomness+identity gate: cross-process and cross-machine hash equality established as a baseline before any generator change; reproducibility gate: golden values recorded together with the resolved dependency versions from uv.lock,New. The R7 consult listed CI's pinned mypy module list omitting respiratory.py as its CI finding; the missing hash gate for the generators is a larger hole in the same area and is a hard blocker for this lane rather than a hygiene item.
DATA,7,DATA-7,"Annual passenger-arrival parameters are stamped observed unconditionally, from Python literals never linked to the hash-validated M1 table",scientific,src/jersey_outbreak/travel_schemas.py:385-395 (resolved_parameter_provenance); defaults at 210-211; mirrored in src/jersey_outbreak/travel.py:3188-3208 (provenance_table); source record at data/sources.yaml:236-247,"resolved_parameter_provenance() assigns every other scalar a defensive default of status 'scenario_assumption' (372-383), then OVERWRITES the two arrival totals with a hardcoded block: status 'observed', source_ids ['passenger_arrivals_total_csv'], derivation 'Frozen Ports of Jersey 2025 passenger-arrival total.' - using `payload[key]`, i.e. whatever value the loaded YAML supplied. There is no validator tying annual_air_arrivals/annual_ferry_arrivals to the canonical M1 passenger-arrivals table; the numbers 720_842 and 196_623 are Python literals in the schema. So (a) any travel YAML can set an arbitrary arrival total and the machine-readable provenance will still certify it as an observed Ports of Jersey figure with a source id, and (b) if the snapshot were re-extracted the literals would silently diverge from the hash-checked table while keeping the source_id. Note also that sources.yaml:247 records that the source rounds values to the nearest thousand where applicable, while the code presents six-significant-figure precision as observed.","Load the two totals from the canonical M1 table through the same _validate_canonical_inputs path the population controls use, and make status 'observed' conditional: emit 'observed' only when the configured value equals the canonical value (and the canonical hash validates), otherwise 'scenario_assumption' with a derivation string that names the override and the canonical value it departs from. Fail closed if the canonical table is missing rather than falling back to the literal. Reflect the source's own rounding note in the derivation text.","No runtime gain. This is the highest-consequence provenance defect I found in the lane, because docs/scientific_scope.md rests the entire M8 claim boundary on the annual arrival totals being the ONLY source-backed travel input - everything else is explicitly synthetic. A mislabel here is precisely the failure mode the brief names: a synthetic assumption readable as an observation, in the machine-readable field a downstream reader would trust. Cheap to fix.",low,low,low,high,"Write the falsifying test: build a TravelConfig with annual_air_arrivals=2_000_000 and assert that resolved_parameter_provenance()['annual_air_arrivals']['status'] != 'observed'. It fails today. Second test: assert the schema defaults equal the values parsed from the canonical passenger-arrivals table, so the duplication cannot drift.","reproducibility gate: travel_config_hash changes only if a config value changes, not because provenance text moved - version the provenance schema if the payload shape changes; reproducibility gate: existing frozen M8 artifacts must remain readable and their recorded provenance must be reproducible or explicitly migrated",New. Not a performance item and not touched by R6/R7; it is squarely in this lane's parameter-provenance mandate.
DATA,8,DATA-8,"Beta recovery's held-out check and identifiability profile do not test what the diagnostics claim, and half its full outbreak runs are bit-identical duplicates",scientific,"src/jersey_outbreak/calibration.py:403-456 (held-out loop and status), 479-493 (identifiability_profile); constraint at src/jersey_outbreak/calibration_schemas.py:63-64","calibration_schemas.py:63-64 requires synthetic_truth_beta to be one of candidate_beta_values, so the grid always contains the truth. In the held-out loop, truth_latent is run with beta=truth_beta (412) and candidate_latent with beta=recovered (413) on the SAME network and seed. When recovered==truth_beta these two runs are bit-identical, so aggregate_heldout['objective'] is exactly 0 and the status condition at 451-456 (recovery_error<=tolerance AND objective==0) reduces to `recovered==truth_beta` - the same statement twice. The held-out replicates therefore add no independent information, and recovery_tolerance_beta=0.021 (schemas:28) is decorative because the objective==0 clause admits only exact grid recovery. Separately, identifiability_profile (479-493) evaluates the objective under halved ascertainment and halved route multipliers at FIXED beta=recovered; it never re-minimizes over the beta grid under the altered assumption. Its interpretation string asserts the profiles 'expose confounding between beta, ascertainment and route weights', but a single perturbed objective at fixed beta cannot show that a different beta fits equally well under altered ascertainment, which is what confounding means. Finally tests/test_calibration.py exercises only the reporting-delay path; run_beta_recovery has no test in that file.","Two separable changes. Scientific: replace the fixed-beta perturbation with a 2-D profile - re-minimize the beta grid under the altered ascertainment and under the altered route weights, and report the argmin shift (that IS the confounding measurement); restate the interpretation string to what is computed. Make the held-out gate informative by scoring the recovered beta against truth on held-out seeds NOT used to pick it and reporting a non-degenerate objective, or state explicitly in diagnostics that the held-out check is an exact-reproduction assertion. Performance: memoize run_outbreak by (network seed, beta) - the beta==truth_beta candidate in the training loop (368-374) and the beta==recovered held-out run duplicate runs already computed.","Scientific: turns a claim that over-reads its evidence into a measurement that supports it. Performance arithmetic with the shipped defaults (5 candidate betas, 2 training seeds, 1 held-out seed): training does 2 x (1+5) = 12 full outbreak runs of which 2 are exact duplicates; held-out does 3 runs of which 1 is a duplicate; total 15 runs, 3 removable by memoization = 20% of the harness. The 2-D profile ADDs runs (one extra grid sweep per perturbation, +10 runs) - so the scientific fix costs more compute than the memoization saves, and the honest framing is: spend the saving plus more on a profile that actually tests identifiability. Per-run cost at 180 days is ~7.5 min projected, and _network_for_seed (285-293) regenerates M4 (~59 s measured) once per non-matching seed. UNMEASURED at full scale; the arithmetic above is run counts, not wall time.",low,medium,medium,high,"Falsifying test, cheap at ci scale: run run_beta_recovery and assert aggregate_heldout['objective']==0 whenever recovered==synthetic_truth_beta; then perturb so that recovered!=truth and assert the status is 'failed' even when the error is within recovery_tolerance_beta. Both confirm the gate is degenerate. For the identifiability claim: run the beta grid under altered ascertainment and check whether the argmin moves; if it does not move at all, the confounding claim is unsupported in the other direction and the interpretation still needs rewriting.",reproducibility gate: calibration logical_content_hash recomputed and the manifest schema version bumped if diagnostics keys change; randomness+identity gate: memoization must return the identical OutbreakRunResult object contents - assert logical_content_hash equality against a non-memoized run; disease+attribution gate: memoized runs must not share mutable state across consumers; observation gate: observe_latent_run outputs for reused latent runs identical,New. R6/R7 did not examine calibration. Contradicts the diagnostics' own self-description rather than a prior optimization decision.
DATA,9,DATA-9,"The reporting-delay recovery experiment runs with beta=0, so it contains no transmission dynamics - and the scope document does not say so",scientific,"src/jersey_outbreak/calibration.py:140-142 and 198-200 (beta 0.0, initial_seed_count 10); target observation built by _fully_detecting_observation at 96-107; docs/scientific_scope.md calibration section","run_synthetic_recovery sets beta=0.0 and initial_seed_count=10 for both the target and the held-out run. With beta=0 nobody is infected beyond the 10 index cases, so the latent series is a handful of seed events. The target observation config sets EVERY observation parameter value to 1.0 and day_of_week_effect to (1.0,)*7 (96-107), and the candidate differs only in a FIXED reporting delay. The recovered quantity is therefore the lag of a deterministic shift of a ~10-event series against itself, and the pass condition requires the held-out squared error to be exactly 0 (215). The experiment is exactly identifiable because it is constructed to be noiseless and dynamics-free. That is a legitimate unit test of the observation delay operator; it is not evidence that a reporting delay is identifiable from an epidemic curve under realistic ascertainment. docs/scientific_scope.md describes the harness as hiding a parameter and checking recovery on fresh synthetic seeds and is careful to say calibration is not validation, but it does not disclose beta=0 or the fully-detecting target, which are what make the result trivial.","Keep the noiseless case as the exact unit test it is, and say so in both the diagnostics and scientific_scope.md: name it a delay-operator invertibility check, record beta=0.0 and the all-ones observation parameters in the diagnostics' synthetic_truth block (currently it records only the parameter, value and seeds, 229-234). Then add the actually informative variant - a positive beta so there is a curve, and detection probabilities below 1 so there is ascertainment noise - and report recovery error there without requiring an exact-zero objective. Also narrow _fully_detecting_observation: it sets every parameter to 1.0 regardless of that parameter's meaning, so any future observation parameter whose 1.0 value means something other than full detection will silently change the target.","No runtime gain; a claim-integrity fix. The current wording lets a reader take 'synthetic recovery passed' as evidence about delay identifiability in general. The added noisy variant costs additional full runs (UNMEASURED - at ci scale it is seconds, at full scale it is one 7.5 min run per candidate delay per seed) and should be gated behind an explicit flag so CI keeps running the cheap exact case.",low,low,low,high,"Assert it directly: in the existing ci-scale test, check that target_latent has no infections beyond initial_seed_count, which demonstrates the absence of dynamics. Then run the same recovery with beta>0 and detection probabilities at 0.5 and report whether the recovered delay is still exactly the truth - that single run tells you whether the harness has any power.",reproducibility gate: existing calibration logical_content_hash unchanged for the existing configuration; any new variant carries a new study_id; observation gate: the noiseless case's reported-case series remains byte-identical; reproducibility gate: diagnostics schema version bumped when synthetic_truth gains the beta and ascertainment fields,New. Not raised in the R7 consult or the blocked 2026-09-01 audit.
